,Kashmir Day,Holi (Optional),Pakistan Day,Eid ul Fitr(*),Bhutto Day,Labor Day
0,"February 5, 2025  March 14, 2025 (Wednesday)",(Friday),"March 23, 2025  (Saturday)","March 31 to  April 2, 2025  (Monday -  Wednesday)","April 04, 2025  (Friday)","May 1, 2025  (Wednesday)"
